train_f1_macro,train_f1_micro,train_loss,val_f1_macro,val_f1_micro
0.8630695839645669,0.9818624093710885,63.38134696066845,0.9262632463958377,0.9392291321825491
0.8623140392435792,0.9828543088586071,59.289711553778034,0.887723158672562,0.9382832820997872
0.8639414496954966,0.9819332593344827,63.85611348049133,0.9349975974710639,0.9456136202411918
0.8673262227872057,0.9824764423871715,62.445037550263805,0.9264957693664101,0.9444313076377394
0.8615299883997749,0.9831613253666486,59.54479089711094,0.9421840707414516,0.9430125325135966
0.8658043915094108,0.9826181423139598,60.837350710557075,0.9324961649326179,0.9408843698273823
0.860716508302438,0.9832321753300427,59.8014455800876,0.9473890213185456,0.9427760699929061
0.8570087991294644,0.9837045084193373,56.86696668047807,0.9335250503620568,0.9418302199101443
0.852297343070145,0.98346834187469,57.150785936188186,0.9390027058205223,0.9401749822653109
0.8602960274837614,0.9842004581630966,56.310340071155224,0.9356114399050502,0.9408843698273823
0.8437251411101803,0.9839406749639846,57.91999476600904,0.9293150262652431,0.9413572948687633
0.8645333018097099,0.9854757575041919,52.448641094204504,0.9319899974802479,0.9380468195790967
0.8563676234485091,0.9843893913988144,53.944639527006075,0.9386328842739172,0.9423031449515252
0.8573003324128723,0.9853576742318683,51.570936481206445,0.9342997627401793,0.9418302199101443
0.8652159191736524,0.9852395909595447,52.5360803125659,0.9240347838022174,0.9411208323480729
0.8697470285463909,0.9857119240488392,51.11935287542292,0.930830585213219,0.9411208323480729
0.8703060568084292,0.9854993741586567,51.284262660425156,0.896961309805272,0.9420666824308347
0.8720387656669818,0.9860897905202749,50.09075138866319,0.9354218792869675,0.9456136202411918
0.8696266959859469,0.9849089577970385,53.75488723220769,0.8929574751851468,0.9423031449515252
0.866104271316178,0.9861134071747396,50.161990350461565,0.942225966902801,0.944194845117049
0.8725455163551823,0.9862078737925986,49.16537844997947,0.9285607964911979,0.9413572948687633
0.868856429582255,0.9865621236095695,46.80385111294163,0.9309987938624026,0.9449042326791204
0.8661768763479368,0.98651489030064,46.096515654819086,0.9397971441239537,0.944194845117049
0.8680221998634735,0.9863495737193869,47.16344450172619,0.9337825427177383,0.9449042326791204
0.8727687076185848,0.9877193396783411,44.580746486230055,0.9270996261877911,0.9423031449515252
0.8708348248736453,0.9868927567720757,46.17348260284052,0.9304647619736317,0.9415937573894537
0.8722748017708607,0.9872706232435113,45.77860243273608,0.939767477622147,0.9434854575549776
0.8674662055792904,0.9868219068086815,46.834694559685886,0.9208943662256894,0.9444313076377394
0.8706412795889629,0.9873414732069055,44.4699840855028,0.9189094603100967,0.9434854575549776
0.8728298031699241,0.9877665729872707,43.39706417158595,0.940519241553973,0.9427760699929061
0.8719138291824746,0.9872470065890466,45.70221425179625,0.8947506859707901,0.9425396074722157
0.8648333873030436,0.9873178565524408,45.01573592569912,0.9271983143168157,0.943721920075668
0.8665479442464039,0.9869636067354699,45.07534090297122,0.9259424114385753,0.9427760699929061
0.8698689948674962,0.9882152894221005,41.8147863446211,0.9004711062693288,0.9465594703239536
0.8639896510092235,0.9882389060765652,40.83289804830565,0.8841358943041564,0.9444313076377394
0.8626648458443957,0.9882152894221005,42.11714944339474,0.8898814732859723,0.9415937573894537
0.8743507867429391,0.9878846562595943,42.75117544044042,0.9446518055312922,0.9463230078032632
0.8736415360299871,0.9888765557471129,40.40890142545686,0.9315743140644884,0.93970205722393
0.869588345071493,0.9881916727676358,44.32288993697148,0.89533491555196,0.9430125325135966
0.8705647405498529,0.9891127222917602,39.472583385766484,0.8914006071045455,0.9430125325135966
0.8712768577138384,0.9890891056372955,39.532114876885316,0.8900654598506899,0.9387562071411681
0.8730793408649037,0.988168056113171,42.07850255032827,0.9218687840146286,0.9404114447860015
0.8760174717701257,0.9885931558935361,40.29233217207366,0.8931782043408529,0.9406479073066919
0.8689963048765181,0.9879791228774532,42.79913133464288,0.9305748367442552,0.9434854575549776
0.8683528617175118,0.9886876225113951,40.69141281697375,0.9349008114690103,0.9420666824308347
0.8747789020320892,0.9886640058569303,40.888010770097026,0.891112375975101,0.9418302199101443
0.8760086458144226,0.9884042226578182,41.854959857460926,0.8953704316877449,0.9451406951998108
0.8684195118142943,0.9893488888364075,38.62999074302206,0.8999754915954284,0.9458500827618822
0.8743068815334886,0.9892780388730132,38.43582766695181,0.888678354307711,0.9415937573894537
0.8722465370050315,0.9887584724747892,40.15071537398035,0.9265498480628528,0.9434854575549776
